"","logGDP","DDURRG3M086SBEA","DNDGRG3M086SBEA","DPCERA3M086SBEA","DSERRG3M086SBEA","PCEPI","RPI","W875RX1","INDPRO","IPFINAL","IPCONGD","IPDCONGD","IPNCONGD","IPBUSEQ","IPMAT","IPDMAT","IPNMAT","IPFPNSS","IPFUELN","TCU","MCUMFN","CLF16OV","CE16OV","UNRATE","UEMPMEAN","UEMPLT5","UEMP5TO14","UEMP15OV","UEMP15T26","UEMP27OV","PAYEMS","USPRIV","CES1021000001","USCONS","MANEMP","DMANEMP","NDMANEMP","SRVPRD","USTPU","USWTRADE","USTRADE","USFIRE","USGOVT","CES0000000010","CES0600000007","AWOTMAN","AWHMAN","AWHI","HOUST","HOUSTNE","HOUSTMW","HOUSTS","HOUSTW","PERMIT","PERMITNE","PERMITMW","PERMITS","PERMITW","PERMIT1","HOUST1F","MSACSR","CPF3M","TB3MS","TB6MS","GS1","DGS3","GS5","GS10","AAA","BAA","T1YFF","T5YFF","T10YFF","INTDSRUSM193N","MPRIME","INTGSBUSM193N","WPSFD49207","WPUFD49502","WPUID615","PPICMM","WPSFD49504","PPIACO","WPSFD41312","WPSID62","PPIENG","WPSFD4111","WPSFD49207.1","PPIIDC","CPIAUCSL","CPIAPPSL","CPITRNSL","CPIMEDSL","CUSR0000SAC","CUUR0000SAD","CUSR0000SAS","CPIULFSL","CUUR0000SA0L2","CUSR0000SA0L5","CUSR0000SAF11","CUUR0000SEFV","CES0600000008","CES2000000008","CES3000000008","AHETPI","CES0500000030","SP500","EXSZUS","EXJPUS","EXUSUK","EXCAUS","DJCA","DJIA","DJTA","DJUA","M1SL","M2SL","M2REAL","AMBSL","TOTRESNS","NONBORRES","AMBSL.1","CURRSL","DEMDEPSL","MABMM301USM189S","MBCURRCIR","REQRESNS","RESBALNS","SAVINGSL","STDCBSL","STDSL","SVGCBSL","TCDSL","M2MOWN","M2MSL","BUSLOANS","CONSUMER","OTHSEC","REALLN","TOTALSL","NONREVSL","INVESTNSA","LOANINVNSA","LOANS","OLLACBM027NBOG","USGSEC","WTISPLC","FEDFUNDS"
"1",0.0134969242491909,-0.000500685522164979,0.00300872436298727,0.0182094671110078,-4.98380510753904e-05,0.00107994506600528,0.0148622200153516,0.0154187394677319,0.0158945954897809,0.0103834830507856,0.0103561692448317,0.0220445748790752,0.00570191972416412,0.0216764240011957,0.0277463762532317,0.0363544699483689,0.0214279344841901,0.00910492483900605,0.0277843551293389,86.0566666666667,86.0569666666667,-0.00130261726031655,0.00112805877867395,-0.0392207131532814,13.4666666666667,-0.0561229638103011,-0.0335461224912041,951,454,497,0.0097268641932704,0.0102128022591117,0.00104175243130289,3164.66666666667,0.00990107098271231,0.0129120777935121,0.00551448301344948,0.00962172337098544,0.010061539789703,0.00844764419151556,0.0145624822070136,0.00521389971292496,0.00728801053201877,0.017110666581079,0,0.0529224014543423,40.8666666666667,0.00895719360401692,1528.66666666667,249,0.0471265145221311,572.666666666667,366.333333333333,1291.66666666667,245,0.0689928714869517,416.333333333333,340.333333333333,0.00516311872156816,0.0302895218269814,5.43333333333333,3.79752,3.49666666666667,3.61666666666667,-0.0244767464265543,-0.027421743117634,-0.00492207720542837,-0.00158856268513796,0.000756143703324108,-0.00551345297410899,0.326666666666667,0.613333333333333,0.756666666666667,0,4.5,-0.00158856268513796,0.00198807222538644,0.00895083052008472,-0.00290838789595682,0.0251292888019048,0.00100250634962595,0.00316622955804968,0.00298953884836628,0.00906008462440244,0,0.00658206419564067,0.00198807222538644,0.00109349382137136,0.00225697339076536,-0.00141192947111346,0,-2.95372982250797e-05,0.000960153698343458,0,-0.0025872550834185,0.00321027563024812,0.00507873107901524,0.00317628641842083,32.7666666666667,0.00240096153753822,-8.52856940724012e-05,0.00757169653089385,-0.00146883469679449,-0.00139526906008469,0.00535864893046689,0.0315839379594411,0.000771765761103937,-0.000947392213024756,-0.00392699078566938,-0.00206793388405031,0.0458312642413921,0.032531771140583,0.0634973804828274,0.0621420727904685,0.00929269388802023,0.00537644602719922,0.0201010522555336,0.0151226807507818,0.0178760290421374,0.0151086628383013,0.0151226807507818,-0.00122803166492069,0.0127152626393627,0.00537644602719922,0.0236054207075043,0.0139318249550344,0.0155221018502751,0.000973497922185373,0.0466647648571183,0.0483770263821053,0.000171237876871899,0.0127049513087405,0.00285392608277601,0.00434095492812325,0.0264848471335077,0.0419716743290879,0.0309121365292548,0.000323469863198866,0.0285703772320014,0.0285703772320014,0.00233626992410318,0.00233045356501993,-0.00581053118914454,0.00779995559539826,-0.00950195458174008,-0.0169783365344178,3.45666666666667
"2",0.00352453625050764,-0.000913069622122009,0.00405065459921561,0.00282455375186208,-0.000537621118988696,6.71116310302367e-06,0.0128598147924288,0.0135006872189027,0.0150394204182911,0.0112041832350736,0.00342888241155892,-0.0158722358112011,0.0109941205278248,0.0258101549813903,0.0225464915449956,0.0254770325322538,0.0193251847952114,0.00995123859792102,-0.0106953847416782,86.4933333333333,86.4920333333333,0.00293077843498324,0.00330961982869304,-0.00668898815079655,13.1,0.0276589752406471,-0.0385021166995072,899.333333333333,466,433.333333333333,0.00847282828133089,0.00727211735736866,0.00889282709298289,3219.66666666667,0.00385413129038525,0.00161550923665388,0.0071185612870881,0.00965761691924705,0.00855238561312888,0.00956457540949796,0.0100552750721157,0.00436347175025631,0.0144861075065794,0.00616302025114202,0.0041203189730199,-0.0103627870355465,40.9666666666667,0.0101395038524394,1498,278,-0.0338677787311843,574,317.333333333333,1216,238,-0.0256125758567265,390,305.333333333333,-0.000468274417360526,-0.00930239266231325,5.46666666666667,3.92991333333333,3.68333333333333,3.82666666666667,0.0424489888309847,0.0224915770097756,0.00328407520118978,-0.00478088560034196,0.00452489459828964,-0.00276816785761302,0.393333333333333,0.53,0.636666666666667,0.0573700316589585,4.5,-0.00478088560034196,0.000992555912751492,-0.00198216120399142,0.00869990987554559,0.0528086897134825,0.00499751165047124,0.00210526393546218,0,0.00897873596527576,0.0148150857851408,-0.00187617315822797,0.000992555912751492,0.0043620570801659,0.00460558839047254,-0.00140894687052828,0.00424629088145112,-0.0013742089497959,0.0047869885572247,0.00427533785040213,0.00382240259352518,0.00213447252863253,0.00202429218923061,0.00316622955804968,33.0333333333333,0.00478469812333637,-0.00788611227010882,0.0107182162200241,-0.00966380295729352,-6.18396258207365e-05,0.0104298124696189,0.0223521873484032,-0.00108836196845474,-0.00433448060878394,-9.52232843181022e-05,-0.0037765096733392,0.0230630081233194,0.0305689498397701,0.00178282182576783,0.0313674601082221,-0.00317332951258109,-0.00206685316733246,0.015622407210973,0.0141225661942106,0.0263150094694411,0.0257199649391158,0.0141225661942106,-0.00315236129306884,-0.00372638680316584,-0.00206685316733157,0.023923346265482,0.0112754850713541,0.0222052870948479,0.00103807631733321,0.0195642056463647,0.0279412822004486,0.00955665275509876,-0.00372319629669615,0.0067269855289821,-0.00074934341027344,0.0350457153057375,0.0322576794940486,0.0278738873363387,-0.000436538260828012,0.0247492237722229,0.0247492237722229,0.0406416362529818,0.0143712846390693,0.00162978747285791,0.0124927222209754,0.0459898650853861,0,3.57666666666667
"3",0.0243815728051029,0.0021549449915641,0.0030351930624537,0.0220307887390727,-0.000238647836552808,-0.00019091489431311,0.0170348417814434,0.0159137323151439,0.0370742227759986,0.0412313473572112,0.0447228064089646,0.112778484106231,0.0176505688026953,0.0365432080575063,0.0370575172654863,0.0515841862455537,0.0244299902859657,0.0382431986804073,0.0035778534505404,88.8666666666667,88.8660333333333,0.00596240388676961,0.00682404588611263,-0.0135137191667227,12.2666666666667,0.00970977607748846,0.0163268932874283,836,449.333333333333,386.666666666667,0.010952471752546,0.0111278210662551,-0.000815062397392374,3232.33333333333,0.0164157859251315,0.0224502411301089,0.00757483096228562,0.00959051185037119,0.00990482150231564,0.0100331646640601,0.012942567664247,0.00586649576428133,0.0100770057655719,0.0112709888584881,0.00574007316106018,0.0990909026442308,41.3,0.0131539635427194,1405.66666666667,239.666666666667,-0.104572803919577,583.333333333333,286.666666666667,1220,230.333333333333,0.0152138686358283,405,297.666666666667,-0.0217811641061596,-0.073602202374663,5.5,4.21109,3.89,3.98,0.0201518154373079,0.00820349145282773,0.0162605208717805,0.0071627843048756,-0.00225988796743759,-0.00486280916570125,0.06,0.183333333333333,0.253333333333333,0.076161360965564,4.5,0.0071627843048756,0.00198216120399142,0.00297177038915741,0.0019230775157415,-0.00174520114103061,0.000996512289739293,0.00524385050601106,0.00496278934212935,-0.00111794310134128,0.0024479816386398,0.00187617315822797,0.00198216120399142,0.00217391389961952,0.00309416091083037,0.00492388897797236,0.0115851743352295,0.00132328189551467,0.00190839752576011,-0.00427533785040213,0.00122445188647413,0.00531633362723305,0.00101061150592363,0.00525487283835835,32.8333333333333,0.00357355949086502,0.0129518447130006,0.0137641135391655,0.0177702724843997,0.00251644264081607,0.0128861292777991,0.0212090837400334,0.00340778877702363,-0.0025819362196744,0.00237726934503524,0.00210669883975724,0.0144970418998591,0.0221440488881539,-0.0203569768861938,0.0387011084568352,-0.00553468017442249,-0.000480190275442993,0.0167401668251763,0.0126768232395551,0.00462876913266408,0.00262331721649645,0.0126768232395551,0.000858164719951926,-0.00674758995271318,-0.000480190275442993,-0.00414762705001515,-0.0220734669530334,0.00266908224490825,-0.000165534674716028,0.0564958330636793,0.0514654954039622,0.00371793326606618,-0.00674213158635872,0.0289279403417527,-0.00229661974924245,0.050911534347847,0.0294049133574066,0.0326872947114163,0.00198622128455028,0.0339349974861607,0.0339349974861607,0.000471991783542514,-0.0116122529078551,0.00969043328996833,0.0339561975330942,-0.0132125693447032,0,3.97333333333333
"4",0.0135644844446343,-0.0032971949350955,0.00939656164134384,0.0110179609385286,-4.19282824926093e-05,0.00183202815986805,0.0121851041262531,0.0140654627998478,0.0229225338695733,0.0214477123119794,0.00918117294673459,0.0284537789094292,0.00122720686419919,0.0376466020327393,0.0282420103574195,0.0341345851061776,0.0282465221178518,0.0191717831760769,-0.0256510964917585,89.4,89.3981333333333,0.00778889874346866,0.0100602140834205,-0.0487901641694322,11.3666666666667,0.000394321771670647,-0.0449048535082701,772.666666666667,410,362.666666666667,0.0113906233125896,0.0113295494253691,-0.0062162804460506,3249.33333333333,0.0113894131165502,0.0163020269215686,0.00409391287209182,0.0121661196756389,0.013505661545361,0.0111301984612666,0.0146816422669858,0.00594857997185816,0.0116956511428494,0.0154177010715131,-0.00163666157646736,-0.0287101058824313,41.2333333333333,0.0117539243702431,1468,278.666666666667,0.189048039554906,561.666666666667,269.666666666667,1203.33333333333,244.333333333333,0.0630129678287341,392,261.333333333333,-0.000957854479365139,0.0586062805582248,5.2,4.32936,3.87333333333333,3.93333333333333,0.00249066131245201,0.00570266311218215,0.00402415029972536,0.000792707136239024,0.0052651494329008,0.00693965311054034,-0.0433333333333333,0.0833333333333333,0.15,0,4.5,0.000792707136239024,0.0127891561163209,0.0108215517431782,0.00479157600989932,0.0284134482231919,0.00199005040800992,0.00937018828758474,0.00395257431582285,0.0373259576126865,0.00244200365555169,0.0331827679517489,0.0127891561163209,0.00325203538637764,0.00637147743214239,-1.77286890079564e-05,0.00313643749013037,0.00130199840196443,0.00475512070501072,-0.00427533785040213,-0.00257010309856698,0.00211864486028501,0.00704582683320254,0.0052274034351516,33.5,0.00710903467910606,-0.00274173856549687,0.0135772320651555,-0.00695341599658938,-0.00138071087924285,0.00897193616584335,0.00992364319220584,0.00250601651671478,0.00678757575374522,0.000811481710794482,0.00315174997481615,-0.000606070290804617,0.012061673738776,-0.0247258089492082,-0.00516915505797577,-0.00170060738537092,-0.00327489998051878,0.0101271571762309,0.0116995505738551,0.00927104451652117,0.00331301969845299,0.0116995505738551,-0.00110185607690516,-0.00187813761088051,-0.00327489998052144,0.00865200492687279,0.00684791095102488,0.0122089423512235,-0.00344329557160972,0.0467760647977307,0.0395561991918214,-0.00699254456040421,-0.00187662742937178,0.00907721815111684,-0.00267758821347996,0.0473485677872381,0.0348490532904511,0.0432055692914646,0.0019119848303033,0.0317064789921471,0.0317064789921471,-0.0184307591689192,0.00274385681778888,0.0045181290260361,0.0523467509904889,-0.0464531409736235,0,4.07666666666667
"5",0.0201201855752853,-0.00185346343745429,0.00547079044809573,0.0170939589783612,0.000898835504141271,-0.00130596542606565,0.0214490710095117,0.0165937270737126,0.0207243270608917,0.0192897243780736,0.00822064621218965,0.0145868794159463,0.0058080777918903,0.0378221896050537,0.0220336580202405,0.0285802442813714,0.0212933165345315,0.0185251070762442,0.0528747956440845,89.9033333333333,89.9022666666667,0.00345873248813788,0.00663545077527061,-0.0664450994081525,11.8,-0.0359223935640722,-0.106809266363958,716,380.333333333333,335.666666666667,0.012270025379209,0.0112026273625609,-0.00383625175909152,3290.66666666667,0.0151329504509157,0.0201844780726113,0.00753734536676731,0.0114029717865503,0.0079019260451858,0.0098240888918486,0.00917169183125566,0.00706880514558428,0.0175830864580746,0.0229754532523394,-0.00163934462943338,0.0192313619278877,41.1333333333333,0.00857323071048821,1481,260,0.0455037553848268,593.333333333333,253,1237.66666666667,255,0.0572189960348597,400.666666666667,258.333333333333,0.0222705247844983,0.0369071030941255,4.9,4.29291333333333,3.86666666666667,3.97333333333333,0.0156317456916968,0.014516383941124,0.0119761910467158,0.00946379303095024,0.0119315360290473,0.0144183754242717,0.0366666666666667,0.153333333333333,0.196666666666667,0,4.5,0.00946379303095024,0.00292825977908873,0.00876771325331038,0.00571974867278735,0.0050804512324194,0.00198609797162952,0.00722770312145293,0.000985707324759222,0.013911406799179,0.00729043326267931,0.00902533202204259,0.00292825977908873,0.0032414939241705,0.0029595201814927,-0.00280503858197934,-0.00104438651790639,0.00259431462876725,0.00284225676892991,-0.00433056724247693,-2.53157747356347e-05,0.00105764155813581,0.00500251168297172,0.00208333408685446,33.8,0.00940077428470598,-0.00517526672311197,0.0062047768868827,-0.00275140562829035,0.00118370148125757,0.00670107293544842,-0.00577362186558261,-0.00509549359485328,0.000460070490913012,-0.000847048308178167,-0.000771569255751905,-0.00273720369213137,-0.0111034424781993,0.0246783852420887,-0.0208413460022054,0.00567992832386732,0.00280018945014415,0.016370794142599,0.0138255496575255,0.00800583156089862,0.00623163099807478,0.0138255496575255,0.00560155806762674,0.00597979565414075,0.00280018945014504,0.0248446955575172,-0.00560390902960517,0.00362096139627077,-0.00029227269214438,0.0446854893452997,0.0450896048631777,0.0017801750667461,0.00597513547941908,0.00671863009050977,0.00253537752424116,0.0391207577407933,0.0391084216848085,0.03657962532799,0.0016048354767233,0.0265712043507786,0.0265712043507786,-0.000808490399473172,-0.00168111502314883,-0.00999006397227209,0.012382255845631,-0.0190853758176583,0,4.07333333333333
"6",0.0232901433570696,-0.000539274493194686,0.00226419315817417,0.027704557101047,0.00122046368194262,-0.000652428077122291,0.019832953599785,0.0236962736578521,0.0200283203745153,0.027562593907688,0.020260730930787,0.0295747090582292,0.0160246203635679,0.0465075290062336,0.00948985399055946,-0.000783767718461004,0.0189523133908582,0.0271582272324689,0.0056711419937141,89.9833333333333,89.9839,0.00378505468532353,0.00639217798898351,-0.0630129678287343,11.7333333333333,-0.0839325682442063,-0.0320410395607489,658.666666666667,345.333333333333,313.333333333333,0.012739646004972,0.0120419928851643,0.00443775553662551,3370.33333333333,0.0133361691611302,0.0154619411907735,0.0101109067062755,0.0117217758967385,0.00973627489931417,0.00824478525897554,0.0116564445006642,0.00793609317886901,0.0161940341728908,0.014377697426486,0.00245801025026893,0.0734274685548171,41.2666666666667,0.0121213605323449,1522.66666666667,292,0.0720723480411234,575.333333333333,253.333333333333,1300,275,0.0224041957538477,437.666666666667,256.333333333333,0.0426572353956693,0.0287069111728702,4.66666666666667,4.30927,4.16666666666667,4.32666666666667,0.0889822227123449,0.0829331497092916,0.0704732566573856,0.0519994813995184,0.0256142799698591,0.0155566207965232,0.323333333333333,0.37,0.336666666666667,0.0344014267173323,4.64,0.0519994813995184,0.00969939708871337,0.00965258459800866,0.00568721912058923,-0.00253699924658912,0.00396040121609698,0.00717583807007127,0.00393314174683734,0.0262206946271384,0.0120338395637236,0.0230916121716374,0.00969939708871337,0.00537924911973642,0.0052631700442749,0.00347631647015367,0,-0.00269944167489911,0.00471921593164648,0.0111954619996126,0.00370396562841124,0.00632246573948692,0.00597016698650421,0.0062240864830021,33.9666666666667,0.011628037995119,0.00372180266017363,0.0133130486497381,0.00260105875629602,0.0011471837899153,0.0112962446052878,0.0540752941848401,-0.000154347188872306,-0.00191528603668711,0.00362188725406742,-0.00383580759237298,0.0678339608185201,0.0614181026496849,0.121818289075341,-0.00504835503598589,0.00668656099268983,0.0023433036383258,0.0163857508488032,0.0188561382277341,0.0213159757393555,0.0259254806364559,0.0188561382277341,0.00347067362028763,0.00732865437231922,0.00234330363833024,0.0311184082320519,0.0157842648664386,0.0143179668784743,0.00233801354338681,0.0266344215878829,0.0315608049122176,0.00823644640310839,0.00732310600589425,0.0212848968632446,0.00358947846190993,0.0359581921506722,0.0300696908795621,0.016800356110561,-0.000181627196189638,0.0213908631990005,0.0213908631990005,0.0350085538601812,0.00814908127817127,-0.00387727147288519,0.00817178585551925,0.044035803351739,0,4.16666666666667
"7",0.0244034994814797,0.00419704894644202,0.0133246475080013,0.0146119865531498,3.20248905221199e-05,0.00468618875724669,0.0135334314113624,0.0132705071956707,0.028239605270743,0.0270905251945739,0.0150715543634008,0.0204937547396122,0.0128138757044138,0.044672404362339,0.0331724110394318,0.0409279835898744,0.0225505321190584,0.0253521737570335,0.00844686174034059,91.12,91.1195333333333,0.00216471948746388,0.00481018332528294,-0.0585941642660528,11.4,0.0112695922582304,-0.128837549997624,600,324,276,0.0132426805502863,0.012518026627184,0.00131111736891842,3378.66666666667,0.0185774708313815,0.0243286551773174,0.00976435413505072,0.0121484999261039,0.00977640729950124,0.00928679730759541,0.00998417193488166,0.00593948062464555,0.016815634444864,0.0190600682008419,0.00977206473379244,0.0432968057533243,41.6,0.0149479614358734,1380.66666666667,252,-0.140175935343192,533.666666666667,245,1239.33333333333,270.333333333333,0.00602411460338104,402.333333333333,233.666666666667,-0.0678068408637333,-0.115318158884627,4.86666666666667,4.8176,4.61,4.77,0.0994431170196273,0.0928283728491399,0.0877507485575084,0.0642124620248239,0.0424391832751565,0.0394788109737876,0.41,0.403333333333333,0.253333333333333,0.0833816089390513,5.11666666666667,0.0642124620248239,0.0105617880511084,0.0143063956512379,0.0150096626505656,-0.00424268773879,0.0019743343037173,0.0141990215146626,0.00489477237672808,0.0375869537494178,0.00238948739738154,0.0285610066897757,0.0105617880511084,0.00641713432063318,0.00930044845900424,0.00342583807282004,0.00312989300892763,0.00125671391031812,0.0103045408288143,-0.00604379177482128,-0.00253848513156907,0.004192878260036,0.00692044284457349,0.00823897554455266,34.9,0.00920604890772303,0.00113813475619973,0.0121336170114261,0.00252886939604979,-0.00383683405234381,0.010049041019049,-0.00138141653493484,0.00349782705715129,0.000138244388649511,-0.000868861933044585,0.000402832225827807,0.0216779400805729,0.0126177278540096,0.079055019231002,-0.0611957692349163,-0.000912391240078136,-0.00260925323913686,0.00975008879180272,0.014920376256065,0.00822213233803915,0.00688767908973986,0.014920376256065,-0.0040420521705733,-0.0008130909719819,-0.00260925323914307,-0.000120507578063922,-0.01267029777321,0.00801625549174556,-0.00990020670165759,0.0665702480222952,0.0711911008585986,-0.0213854640494411,-0.000812236841577274,0.00250731430978357,-0.00617639227232658,0.0395362015061949,0.0236050966440398,0.0201158976767251,0.000444317681412176,0.0244092201504076,0.0244092201504076,-0.00140967467216857,-0.0160279134683163,-0.00115034269063319,0.0025583882254403,-0.0121085248191486,0,4.55666666666667
"8",0.00408503121214032,0.00561300536573572,0.00842942705821903,0.00252871275827316,0.00286470406615802,0.000429710128121208,0.00812639911327651,0.00912599452589369,0.0206693188142975,0.0213682911005213,0.0106682365138457,0.0121969722233244,0.0106038148057643,0.0315094766028903,0.0229655207861663,0.031817316504708,0.0190611984554123,0.0196694173968242,-0.0217299053723274,91.5666666666667,91.5666666666667,0.00538917758987267,0.00581164052672811,-0.00865806274311454,10.2333333333333,0.0617743219230524,-0.0417270442266684,528,272.666666666667,255.333333333333,0.014435189421512,0.0133336576792882,-0.0214100767647896,3392,0.0199422115056862,0.02539490172515,0.01146661664718,0.0135335611725935,0.0104511988934028,0.00937537599216043,0.0112341045647728,0.00782716264197969,0.0198371085260796,0.023110997697124,-0.00406009489929815,0.0251059211310762,41.5666666666667,0.0100384663468569,1270.33333333333,223,-0.106419277006068,515,217.333333333333,1059.66666666667,227.666666666667,-0.207254438486876,363.333333333333,198,-0.139521702133763,-0.0863401909787962,5.46666666666667,5.35552,4.58666666666667,4.73333333333333,0.000675904047360953,0.00335233300875348,-0.00475382898654053,0.00209424160311467,0.0387145121806907,0.060700520264348,0.0633333333333333,0.0266666666666667,-0.09,0,5.50666666666667,0.00209424160311467,0.00381316000641396,-0.00094741835603962,0.00649654257039778,-0.00939776245877111,0.00589972212718859,0.00402010591666535,0.00971824946892141,-0.010020123916763,0.002383791355276,-0.00599060413715691,0.00381316000641396,0.00743497848751806,0.00900860350737753,-6.83036781787827e-05,0.0051948168771041,0.00508067915469912,0.00650257748756689,0.00949133815442949,0.00728802933198214,0.0104059211611167,0.0107791342548276,0.0102041701742417,35.2333333333333,0.0125215067980413,-0.000124076415912944,0.023834296064132,-0.00142921245400662,0.00240172376932446,0.00728019053009188,-0.0387566351798547,-0.00315829468256479,0.00197020815356641,-0.00311091000909691,0.000928993966419073,-0.0623882417502371,-0.0593637412055177,-0.0673399396491208,-0.0634599608349236,-0.00648992795251857,-0.00706825893862195,0.00296160464419071,0.0142118496195596,0.00571553132882396,-0.00280432415199705,0.0142118496195596,-0.00114576388869514,-0.00722431643154664,-0.00706825893862018,0.012447713729923,-0.00332994160292754,0.00862867447537274,-0.0236549189697399,0.138641265776794,0.160844834588319,-0.0328000349937509,-0.00721873179335919,-0.00852258040157894,-0.0166303256824545,0.0411104718599855,0.0219200505224824,0.0219705206811431,-0.00409021568425505,0.0157791338049149,0.0157791338049149,-0.017278779422174,0.00520521948238084,0.00593638289532983,0.0349963175873818,-0.0377074008612537,0,4.91333333333333
"9",0.00710889476329157,0.000139795447028135,0.00699590704813291,0.0113267491350757,-1.36095053542284e-05,-0.000516850819366255,0.013634396638917,0.0121053820755659,0.0153538112655349,0.015210748143295,7.04149234920237e-07,-0.0329468919275073,0.0136773617804988,0.0329558045286134,0.0189523287758022,0.0173290814111491,0.0196769243515322,0.0127257715866529,0.0554226510344584,91.2466666666667,91.2437,0.00619017099793062,0.00678192080609463,-0.0175443096509096,9.86666666666667,-0.00496998330947296,0.0752169885699283,459.666666666667,254.333333333333,205.333333333333,0.0114113463378374,0.0102386978949696,0.026148518679932,3393.66666666667,0.0122742441140744,0.0162330247006199,0.00604611384972387,0.0117561276426557,0.00789891435719703,0.0105589833612054,0.0101713161134995,0.00832681755044806,0.0171236538098611,0.0215795037122142,-0.00407664649376338,-0.033616610798985,41.2666666666667,0.00468934036338631,1083.66666666667,203,-0.138385771089321,437.333333333333,168.666666666667,861,197.666666666667,-0.198210669621289,290.666666666667,150.666666666667,-0.177251558057555,-0.128712106188574,6.63333333333333,5.59285333333333,5.04333333333333,5.33,0.110549731062863,0.113161335294061,0.0959906834032296,0.0726125329637091,0.0613689463762921,0.066358357854557,0.203333333333333,0.0766666666666667,-0.17,0,5.87666666666667,0.0726125329637091,0.00946976773703234,0.0122469736099733,0.0336548360758364,-0.00689063880612428,0.0058651194523982,0.00998012275672444,0.00962471337420956,0.0100201239167625,0.0118344576470029,0.0178652135578696,0.00946976773703234,0.00632913505164767,0.00862162786889309,-6.71884973550974e-05,0.0123585507037967,0.00488613672759008,0.00646056700294428,-0.000891294332937775,-0.000179093830104282,0.00824746943001697,0.00873367996875452,0.00808902287308388,35.3333333333333,0.0145987994211523,0.00350402393638416,0.0136454358969138,0.00244744291154486,0.00233082812290419,0.00700644857190635,-0.0792174042016818,0.00088687013937494,0.000634427358661149,-0.00102804888356012,-0.00120786053057638,-0.100469770866599,-0.0914223682046202,-0.134213355716229,-0.0627829069702042,-0.0138567886862466,-0.00611453803047191,-0.00273170901579256,0.0104810857680957,0.0206431532880176,0.018089091067198,0.0104810857680957,-0.00199145651204313,-0.0174901883204086,-0.00611453803047013,0.0227117569785413,0.0139604681700969,0.01792860905348,0.00383739099749913,0.0821576185781621,0.111347178714142,0.0174671621405018,-0.0174770877637318,-0.000982663095849157,-0.00353059815608781,0.0449844698585817,0.0148902399005837,0.028968152484325,-0.00603827908831267,0.0114196399433517,0.0114196399433517,0.0010661557035947,-0.00219127298177124,-0.00975576282414092,-0.0058104685335203,-0.0142209830158055,0.00569153499978792,5.41
"10",0.00852983566089272,0.00013181568594911,0.0062396806134557,0.00411429745117031,0.000634010863858503,6.22401634862157e-05,0.0137741124293314,0.00924890982505921,0.00951066252386434,0.0170326703154218,0.0177134870335163,0.0252471302376791,0.0143473954523232,0.00043716327865706,0.00374812634524657,0.00428536522623224,-0.00435791727141366,0.0130856141655578,-0.00513299041818449,90.5933333333333,90.5906333333333,0.00705029074564756,0.00775046243541411,-0.0178576174000062,9.83333333333333,-0.0413238157958951,-0.0541358389668067,482,271.666666666667,210.333333333333,0.00834442780140598,0.00669784048274025,-0.00152256690642449,3324,0.00757473634687678,0.0102851288175003,0.00327379811920281,0.0111083690769203,0.00804585473393082,0.00709899713857709,0.00565510515780687,0.00581007221005425,0.0162995699105437,0.0141318941130244,-0.00245398896156646,-0.0436750635026615,41.1333333333333,0.00408521140076967,931.333333333333,160.333333333333,-0.198510284143874,396.666666666667,149.333333333333,739.333333333333,154,-0.169787820646698,265.666666666667,132.333333333333,-0.118938055997644,-0.117439688013525,6.26666666666667,5.87873,5.21,5.41,-0.0127855622969717,-0.032192272760394,-0.0339655291556302,-0.0269487224898128,0.0118344576470026,0.0449950932008805,-0.0933333333333333,-0.326666666666667,-0.53,0,6,-0.0269487224898128,0.0028235312876066,-0.000936768218386952,-0.00898478640781519,0,0.00486145828624496,-0.00697561373642586,0.0104812774675827,-0.0303667057759305,0.00936775000360024,-0.00507186209796018,0.0028235312876066,0.00210084110881192,0.0081425386265388,0.00261846496412765,0.0040858075225807,0.00462733735104415,0.00458926918364089,-0.00258280028851443,-0.000174394681548229,0.00919781650463136,0.00674051661384256,0.00702461493696394,35.4666666666667,0.0143887374520997,-0.00617260232588501,0.00963398588113384,-0.00142294547624056,-0.00254501726165657,0.00789846295136254,-0.0200523514750772,0.000616489573880497,-3.67674093721959e-05,0.000704792095501894,0.00562424226678863,-0.0317383321904812,-0.0408836982404726,-0.0524804260215657,0.0385887733008836,0.00603259061051364,0.00416100517834206,0.00186020929317898,0.00704438929986395,0.0204103363512997,0.0265053304881935,0.00704438929986395,-0.00015598352017987,0.00824258285098622,0.00416100517834295,0.0206737412596709,0.00161446694445155,0.0161353922201992,0.00325729887285764,0.0733028191311593,0.102049254354171,0.00184066840152042,0.00823641106283901,-0.00506900550329736,0.0044595831155867,0.0175486336891462,0.00335439890937961,0.0452424799629672,-0.00379179262531393,0.00944054345576983,0.00944054345576983,0.0253570117784241,-0.00462564688397737,-0.015609229349332,-0.0202865844207247,0.0140462603047267,0.0112868015346299,5.56333333333333
